60 1 60 60 303
60 2 119 61 325
60 3 177 63 341
60 4 234 65 320
60 5 290 67 340
60 6 345 68 352
60 7 399 74 352
60 8 452 75 353
60 9 504 81 354
60 10 555 82 356
60 11 605 86 373
60 12 654 92 365
60 13 702 93 373
60 14 749 100 385
60 15 795 101 376
60 16 840 106 393
60 17 884 107 385
60 18 927 114 388
60 19 969 121 397
60 20 1010 122 400
60 21 1050 127 407
60 22 1089 132 407
60 23 1127 140 413
60 24 1164 144 420
60 25 1200 144 429
60 26 1235 149 436
60 27 1269 154 437
60 28 1302 155 433
60 29 1334 168 449
60 30 1365 171 447
60 31 1395 170 448
60 32 1424 184 473
60 33 1452 189 471
60 34 1479 191 471
60 35 1505 198 481
60 36 1530 206 486
60 37 1554 211 495
60 38 1577 207 490
60 39 1599 213 492
60 40 1620 224 506
60 41 1640 239 513
60 42 1659 236 513
60 43 1677 239 521
60 44 1694 246 528
60 45 1710 258 546
60 46 1725 265 549
60 47 1739 270 545
60 48 1752 272 543
60 49 1764 277 558
60 50 1775 279 563
60 51 1785 289 567
60 52 1794 292 571
60 53 1802 300 582
60 54 1809 304 588
60 55 1815 308 584
60 56 1820 316 595
60 57 1824 325 609
60 58 1827 330 611
60 59 1829 332 612
60 60 1830 341 618
