30 1 30 30 117
30 2 59 31 142
30 3 87 33 141
30 4 114 35 144
30 5 140 36 144
30 6 165 41 155
30 7 189 44 154
30 8 212 47 157
30 9 234 49 162
30 10 255 54 162
30 11 275 59 172
30 12 294 63 170
30 13 312 65 179
30 14 329 69 180
30 15 345 72 188
30 16 360 75 184
30 17 374 77 186
30 18 387 84 197
30 19 399 86 200
30 20 410 92 202
30 21 420 95 202
30 22 429 103 214
30 23 437 105 216
30 24 444 114 223
30 25 450 119 231
30 26 455 121 233
30 27 459 124 242
30 28 462 134 245
30 29 464 138 251
30 30 465 141 254
