100 1 100 100 636
100 2 199 101 576
100 3 297 102 621
100 4 394 105 638
100 5 490 107 606
100 6 585 110 613
100 7 679 113 649
100 8 772 115 646
100 9 864 120 659
100 10 955 123 670
100 11 1045 126 662
100 12 1134 131 651
100 13 1222 131 668
100 14 1309 135 653
100 15 1395 142 680
100 16 1480 145 699
100 17 1564 149 691
100 18 1647 155 689
100 19 1729 159 695
100 20 1810 167 712
100 21 1890 166 705
100 22 1969 174 713
100 23 2047 175 718
100 24 2124 185 726
100 25 2200 189 724
100 26 2275 191 738
100 27 2349 198 743
100 28 2422 208 741
100 29 2494 212 749
100 30 2565 211 756
100 31 2635 214 738
100 32 2704 226 759
100 33 2772 226 757
100 34 2839 233 763
100 35 2905 237 776
100 36 2970 240 776
100 37 3034 251 799
100 38 3097 258 801
100 39 3159 259 791
100 40 3220 260 789
100 41 3280 271 814
100 42 3339 273 828
100 43 3397 276 813
100 44 3454 279 825
100 45 3510 289 829
100 46 3565 303 840
100 47 3619 298 843
100 48 3672 317 859
100 49 3724 324 865
100 50 3775 321 848
100 51 3825 333 885
100 52 3874 334 879
100 53 3922 334 873
100 54 3969 340 882
100 55 4015 354 897
100 56 4060 360 904
100 57 4104 356 892
100 58 4147 373 910
100 59 4189 380 921
100 60 4230 378 923
100 61 4270 390 935
100 62 4309 399 942
100 63 4347 402 939
100 64 4384 415 948
100 65 4420 409 951
100 66 4455 416 955
100 67 4489 424 964
100 68 4522 435 981
100 69 4554 432 969
100 70 4585 450 989
100 71 4615 447 997
100 72 4644 458 991
100 73 4672 452 992
100 74 4699 475 1000
100 75 4725 482 1025
100 76 4750 474 1009
100 77 4774 501 1038
100 78 4797 498 1045
100 79 4819 500 1048
100 80 4840 511 1056
100 81 4860 518 1064
100 82 4879 517 1061
100 83 4897 524 1072
100 84 4914 539 1084
100 85 4930 538 1081
100 86 4945 544 1091
100 87 4959 550 1088
100 88 4972 557 1100
100 89 4984 572 1106
100 90 4995 568 1111
100 91 5005 573 1109
100 92 5014 582 1121
100 93 5022 599 1135
100 94 5029 600 1133
100 95 5035 610 1152
100 96 5040 616 1157
100 97 5044 620 1165
100 98 5047 631 1175
100 99 5049 623 1154
100 100 5050 647 1184
