70 1 70 70 374
70 2 139 71 365
70 3 207 73 396
70 4 274 75 411
70 5 340 78 419
70 6 405 80 413
70 7 469 82 414
70 8 532 86 416
70 9 594 91 423
70 10 655 93 440
70 11 715 98 444
70 12 774 97 441
70 13 832 102 427
70 14 889 109 452
70 15 945 110 458
70 16 1000 116 450
70 17 1054 120 468
70 18 1107 126 474
70 19 1159 129 467
70 20 1210 133 476
70 21 1260 134 478
70 22 1309 145 489
70 23 1357 149 485
70 24 1404 150 493
70 25 1450 155 501
70 26 1495 157 495
70 27 1539 166 511
70 28 1582 174 511
70 29 1624 182 525
70 30 1665 180 528
70 31 1705 190 528
70 32 1744 191 537
70 33 1782 197 540
70 34 1819 206 547
70 35 1855 212 552
70 36 1890 216 560
70 37 1924 219 566
70 38 1957 222 565
70 39 1989 231 569
70 40 2020 236 579
70 41 2050 240 589
70 42 2079 244 586
70 43 2107 257 596
70 44 2134 257 600
70 45 2160 258 607
70 46 2185 265 602
70 47 2209 282 628
70 48 2232 289 634
70 49 2254 287 628
70 50 2275 289 636
70 51 2295 295 639
70 52 2314 304 646
70 53 2332 310 646
70 54 2349 312 649
70 55 2365 328 676
70 56 2380 329 674
70 57 2394 331 684
70 58 2407 340 683
70 59 2419 347 693
70 60 2430 349 694
70 61 2440 356 702
70 62 2449 359 708
70 63 2457 370 708
70 64 2464 375 717
70 65 2470 383 725
70 66 2475 387 737
70 67 2479 397 736
70 68 2482 410 751
70 69 2484 410 755
70 70 2485 415 764
