90 1 90 90 502
90 2 179 91 578
90 3 267 92 565
90 4 354 95 551
90 5 440 97 576
90 6 525 98 562
90 7 609 101 556
90 8 692 105 565
90 9 774 110 569
90 10 855 109 579
90 11 935 118 584
90 12 1014 119 594
90 13 1092 124 595
90 14 1169 125 601
90 15 1245 132 602
90 16 1320 138 614
90 17 1394 137 609
90 18 1467 144 614
90 19 1539 147 602
90 20 1610 152 630
90 21 1680 156 631
90 22 1749 161 631
90 23 1817 163 633
90 24 1884 175 648
90 25 1950 179 662
90 26 2015 181 644
90 27 2079 185 655
90 28 2142 196 666
90 29 2204 196 664
90 30 2265 197 668
90 31 2325 203 680
90 32 2384 212 689
90 33 2442 206 671
90 34 2499 225 708
90 35 2555 232 706
90 36 2610 234 711
90 37 2664 235 696
90 38 2717 244 726
90 39 2769 248 710
90 40 2820 252 729
90 41 2870 263 739
90 42 2919 269 747
90 43 2967 270 740
90 44 3014 278 752
90 45 3060 291 768
90 46 3105 295 764
90 47 3149 292 776
90 48 3192 302 779
90 49 3234 302 782
90 50 3275 312 779
90 51 3315 317 791
90 52 3354 320 796
90 53 3392 324 799
90 54 3429 334 807
90 55 3465 344 816
90 56 3500 347 830
90 57 3534 350 818
90 58 3567 349 814
90 59 3599 366 832
90 60 3630 379 853
90 61 3660 375 847
90 62 3689 379 852
90 63 3717 393 874
90 64 3744 402 881
90 65 3770 399 871
90 66 3795 412 884
90 67 3819 413 884
90 68 3842 420 885
90 69 3864 432 896
90 70 3885 430 899
90 71 3905 442 919
90 72 3924 452 930
90 73 3942 451 924
90 74 3959 454 927
90 75 3975 468 941
90 76 3990 472 942
90 77 4004 488 965
90 78 4017 479 961
90 79 4029 496 971
90 80 4040 499 973
90 81 4050 503 973
90 82 4059 518 1000
90 83 4067 523 995
90 84 4074 533 1003
90 85 4080 535 1002
90 86 4085 537 1014
90 87 4089 552 1027
90 88 4092 550 1018
90 89 4094 562 1041
90 90 4095 560 1038
