40 1 40 40 175
40 2 79 41 209
40 3 117 42 182
40 4 154 45 205
40 5 190 48 210
40 6 225 51 210
40 7 259 54 204
40 8 292 56 218
40 9 324 60 228
40 10 355 62 227
40 11 385 67 230
40 12 414 68 234
40 13 442 73 240
40 14 469 76 243
40 15 495 83 247
40 16 520 86 248
40 17 544 89 253
40 18 567 96 254
40 19 589 100 269
40 20 610 104 271
40 21 630 102 270
40 22 649 114 278
40 23 667 117 278
40 24 684 120 287
40 25 700 125 285
40 26 715 132 298
40 27 729 137 294
40 28 742 136 300
40 29 754 151 316
40 30 765 149 315
40 31 775 161 325
40 32 784 163 326
40 33 792 170 329
40 34 799 175 335
40 35 805 176 346
40 36 810 179 345
40 37 814 188 346
40 38 817 201 366
40 39 819 195 359
40 40 820 201 365
