50 1 50 50 268
50 2 99 51 249
50 3 147 53 275
50 4 194 54 271
50 5 240 58 273
50 6 285 59 279
50 7 329 62 285
50 8 372 64 282
50 9 414 70 296
50 10 455 74 296
50 11 495 77 291
50 12 534 77 300
50 13 572 86 309
50 14 609 87 302
50 15 645 90 306
50 16 680 96 321
50 17 714 98 324
50 18 747 104 323
50 19 779 109 337
50 20 810 114 336
50 21 840 120 345
50 22 869 119 341
50 23 897 127 345
50 24 924 133 362
50 25 950 138 362
50 26 975 146 371
50 27 999 149 372
50 28 1022 155 379
50 29 1044 156 378
50 30 1065 163 380
50 31 1085 169 388
50 32 1104 172 396
50 33 1122 180 407
50 34 1139 182 400
50 35 1155 190 402
50 36 1170 196 417
50 37 1184 190 416
50 38 1197 206 434
50 39 1209 201 421
50 40 1220 217 439
50 41 1230 216 443
50 42 1239 225 445
50 43 1247 227 445
50 44 1254 241 465
50 45 1260 247 476
50 46 1265 244 470
50 47 1269 248 470
50 48 1272 262 490
50 49 1274 264 489
50 50 1275 272 493
